att1,att2,att3,att4,att5,att10,att11,att13,att14,att15,att18,att20,att22,att25,att26,att33,att38,att43,att47,att48,att51,att56,att59,att61,att64,att65,att66,att68,att69,att71,att73,att75,att76,att78,att79,att80,att81,att82,att83,att85,att86,att93,att94,att97,att98,att100,att103,att104,att106,att107,att109,att111,att113,att114,att115,att117,att120,att121,att122,att123,att125,att127,att128,att130,att133,att135,att136,att137,att138,att144,att145,att149,att151,att152,att156,att157,att158,att159,att164,att166,att167,att168,att169,att170,att171,att173,att175,att180,att181,att182,att186,att187,att189,att191,att196,att197,att200,att203,att209,att212,class
213.0,565.0,736.0,1006.0,758.0,11.0,11.0,372.0,188.0,639.0,842.0,27.0,10.0,358.0,232.0,10.0,122.0,17.0,1.0,1.0,788.0,5.0,2.0,237.0,947.0,862.0,638.0,13.0,23.0,9.0,321.0,768.0,852.0,856.0,14.0,19.0,0.0,11.0,9.0,377.0,415.0,7.0,6.0,358.0,298.0,983.0,39.0,38.0,11.0,1.0,216.0,720.0,927.0,821.0,3.0,30.0,6.0,347.0,495.0,564.0,819.0,2.0,26.0,6.0,269.0,803.0,985.0,606.0,637.0,9.0,381.0,726.0,18.0,31.0,14.0,405.0,411.0,563.0,22.0,12.0,11.0,9.0,297.0,397.0,656.0,764.0,6.0,16.0,237.0,591.0,671.0,2.0,42.0,14.0,1080.0,764.0,37.0,4.0,829.0,13.0,3
249.0,271.0,724.0,709.0,614.0,7.0,9.0,440.0,354.0,529.0,1056.0,7.0,16.0,390.0,286.0,35.0,306.0,10.0,1.0,0.0,760.0,15.0,2.0,315.0,856.0,1080.0,778.0,33.0,32.0,9.0,383.0,684.0,659.0,1126.0,25.0,15.0,25.0,13.0,9.0,419.0,343.0,32.0,20.0,454.0,344.0,644.0,28.0,22.0,13.0,13.0,304.0,706.0,1011.0,813.0,14.0,9.0,3.0,399.0,267.0,554.0,929.0,13.0,24.0,14.0,285.0,791.0,694.0,712.0,807.0,6.0,337.0,762.0,15.0,13.0,13.0,485.0,247.0,555.0,14.0,12.0,11.0,10.0,353.0,249.0,634.0,1012.0,17.0,17.0,273.0,393.0,671.0,13.0,19.0,4.0,781.0,608.0,21.0,16.0,611.0,21.0,3
209.0,241.0,689.0,843.0,652.0,3.0,14.0,360.0,244.0,560.0,1073.0,22.0,12.0,326.0,298.0,32.0,316.0,14.0,6.0,1.0,767.0,18.0,7.0,237.0,932.0,1048.0,783.0,18.0,29.0,6.0,299.0,721.0,759.0,1143.0,21.0,18.0,22.0,9.0,6.0,339.0,251.0,29.0,16.0,426.0,236.0,790.0,18.0,19.0,9.0,6.0,298.0,651.0,1003.0,796.0,18.0,8.0,14.0,351.0,315.0,505.0,911.0,19.0,21.0,10.0,285.0,736.0,810.0,690.0,824.0,17.0,263.0,730.0,17.0,20.0,12.0,403.0,267.0,582.0,15.0,10.0,6.0,11.0,303.0,267.0,651.0,964.0,27.0,18.0,305.0,435.0,656.0,19.0,24.0,9.0,917.0,646.0,20.0,11.0,669.0,24.0,3
191.0,439.0,645.0,897.0,682.0,3.0,15.0,340.0,194.0,570.0,953.0,23.0,14.0,290.0,202.0,10.0,128.0,19.0,7.0,1.0,691.0,13.0,6.0,201.0,892.0,936.0,687.0,15.0,23.0,11.0,279.0,687.0,747.0,1015.0,12.0,19.0,0.0,11.0,1.0,329.0,325.0,7.0,14.0,394.0,256.0,866.0,33.0,30.0,11.0,9.0,260.0,629.0,953.0,808.0,13.0,30.0,6.0,345.0,399.0,475.0,849.0,12.0,18.0,10.0,243.0,714.0,880.0,610.0,696.0,9.0,303.0,664.0,8.0,29.0,14.0,369.0,339.0,526.0,20.0,10.0,7.0,9.0,241.0,359.0,569.0,842.0,4.0,16.0,281.0,481.0,660.0,12.0,42.0,12.0,969.0,686.0,29.0,8.0,733.0,17.0,3
239.0,367.0,898.0,894.0,685.0,11.0,14.0,160.0,338.0,803.0,842.0,27.0,16.0,192.0,280.0,41.0,290.0,22.0,12.0,4.0,994.0,25.0,13.0,199.0,1035.0,953.0,730.0,7.0,28.0,6.0,237.0,1010.0,838.0,832.0,25.0,23.0,35.0,21.0,6.0,179.0,313.0,42.0,16.0,354.0,304.0,813.0,6.0,26.0,9.0,12.0,274.0,848.0,918.0,581.0,36.0,5.0,19.0,217.0,211.0,736.0,872.0,37.0,10.0,8.0,361.0,933.0,837.0,799.0,677.0,20.0,299.0,763.0,27.0,29.0,19.0,275.0,161.0,761.0,24.0,20.0,0.0,14.0,191.0,129.0,922.0,1039.0,35.0,17.0,323.0,349.0,567.0,37.0,23.0,15.0,958.0,655.0,33.0,15.0,554.0,11.0,3
231.0,267.0,689.0,824.0,576.0,4.0,13.0,418.0,250.0,570.0,1072.0,23.0,13.0,386.0,302.0,25.0,286.0,11.0,3.0,2.0,755.0,17.0,4.0,263.0,907.0,1036.0,782.0,17.0,28.0,9.0,361.0,713.0,760.0,1142.0,24.0,19.0,15.0,10.0,9.0,399.0,237.0,22.0,17.0,402.0,236.0,777.0,21.0,20.0,10.0,3.0,276.0,663.0,971.0,795.0,15.0,15.0,13.0,381.0,323.0,511.0,891.0,16.0,20.0,11.0,295.0,748.0,795.0,672.0,823.0,16.0,345.0,724.0,20.0,21.0,15.0,459.0,221.0,582.0,16.0,11.0,9.0,8.0,319.0,235.0,633.0,970.0,24.0,15.0,293.0,445.0,655.0,16.0,27.0,6.0,896.0,572.0,19.0,8.0,557.0,25.0,3
242.0,470.0,758.0,831.0,673.0,5.0,13.0,361.0,193.0,635.0,916.0,20.0,16.0,333.0,167.0,24.0,101.0,14.0,1.0,1.0,818.0,4.0,2.0,228.0,814.0,1037.0,698.0,22.0,37.0,9.0,286.0,766.0,693.0,930.0,17.0,12.0,14.0,13.0,9.0,346.0,370.0,21.0,18.0,389.0,253.0,776.0,36.0,35.0,15.0,1.0,253.0,738.0,1006.0,857.0,0.0,16.0,6.0,360.0,336.0,584.0,910.0,1.0,23.0,8.0,254.0,823.0,814.0,679.0,685.0,9.0,294.0,717.0,21.0,26.0,14.0,390.0,336.0,549.0,19.0,12.0,11.0,9.0,294.0,320.0,688.0,947.0,9.0,16.0,212.0,452.0,711.0,1.0,30.0,10.0,903.0,669.0,34.0,4.0,698.0,10.0,3
263.0,381.0,781.0,815.0,664.0,2.0,9.0,348.0,250.0,568.0,960.0,13.0,13.0,346.0,192.0,14.0,176.0,9.0,1.0,1.0,829.0,17.0,0.0,225.0,850.0,984.0,710.0,27.0,23.0,7.0,307.0,741.0,695.0,1002.0,26.0,17.0,6.0,10.0,7.0,367.0,317.0,11.0,17.0,310.0,262.0,770.0,27.0,20.0,10.0,7.0,286.0,761.0,971.0,809.0,9.0,26.0,8.0,355.0,279.0,607.0,871.0,10.0,24.0,9.0,279.0,846.0,792.0,642.0,683.0,11.0,355.0,666.0,16.0,17.0,14.0,387.0,291.0,580.0,10.0,9.0,13.0,9.0,311.0,299.0,703.0,900.0,18.0,16.0,279.0,407.0,663.0,10.0,36.0,2.0,891.0,660.0,19.0,12.0,695.0,23.0,3
223.0,265.0,701.0,783.0,607.0,5.0,12.0,400.0,260.0,572.0,1031.0,17.0,12.0,376.0,342.0,32.0,302.0,13.0,4.0,2.0,763.0,17.0,5.0,285.0,872.0,1085.0,763.0,25.0,35.0,8.0,351.0,707.0,699.0,1093.0,22.0,13.0,22.0,13.0,8.0,391.0,283.0,29.0,16.0,464.0,254.0,708.0,23.0,22.0,13.0,8.0,286.0,675.0,1008.0,820.0,15.0,8.0,9.0,325.0,319.0,525.0,928.0,14.0,24.0,12.0,237.0,760.0,754.0,703.0,774.0,12.0,323.0,767.0,20.0,17.0,11.0,455.0,239.0,568.0,14.0,14.0,8.0,12.0,337.0,243.0,641.0,1001.0,22.0,19.0,285.0,449.0,676.0,14.0,24.0,7.0,847.0,601.0,21.0,13.0,616.0,19.0,3
189.0,271.0,760.0,653.0,623.0,5.0,10.0,394.0,452.0,525.0,903.0,10.0,14.0,398.0,260.0,36.0,276.0,18.0,2.0,3.0,758.0,18.0,3.0,323.0,798.0,1093.0,681.0,36.0,23.0,10.0,359.0,682.0,569.0,973.0,13.0,18.0,30.0,11.0,10.0,413.0,425.0,37.0,18.0,428.0,428.0,580.0,38.0,21.0,11.0,14.0,302.0,750.0,1024.0,840.0,4.0,16.0,4.0,365.0,265.0,596.0,944.0,3.0,23.0,12.0,241.0,835.0,658.0,719.0,704.0,3.0,365.0,777.0,17.0,12.0,10.0,431.0,317.0,523.0,17.0,10.0,10.0,13.0,361.0,303.0,636.0,1017.0,5.0,10.0,267.0,321.0,694.0,3.0,12.0,5.0,715.0,617.0,20.0,17.0,624.0,24.0,3
254.0,262.0,727.0,809.0,601.0,7.0,11.0,433.0,301.0,546.0,1059.0,21.0,10.0,403.0,317.0,32.0,325.0,10.0,3.0,1.0,797.0,21.0,4.0,294.0,904.0,1081.0,783.0,21.0,31.0,9.0,362.0,733.0,735.0,1127.0,25.0,21.0,22.0,11.0,9.0,418.0,278.0,29.0,14.0,449.0,273.0,738.0,18.0,18.0,11.0,7.0,235.0,695.0,1004.0,788.0,18.0,8.0,14.0,384.0,276.0,551.0,924.0,19.0,24.0,14.0,302.0,780.0,768.0,695.0,818.0,17.0,330.0,763.0,21.0,19.0,14.0,458.0,220.0,574.0,14.0,12.0,9.0,9.0,360.0,212.0,677.0,989.0,27.0,16.0,264.0,406.0,656.0,19.0,22.0,6.0,871.0,593.0,17.0,12.0,612.0,27.0,3
186.0,256.0,722.0,765.0,637.0,4.0,15.0,365.0,239.0,627.0,1023.0,20.0,11.0,353.0,369.0,36.0,309.0,16.0,7.0,3.0,800.0,16.0,8.0,288.0,870.0,1115.0,743.0,18.0,33.0,5.0,322.0,784.0,697.0,1083.0,19.0,14.0,26.0,14.0,5.0,368.0,318.0,33.0,15.0,485.0,245.0,694.0,22.0,21.0,14.0,7.0,315.0,696.0,1038.0,782.0,14.0,8.0,12.0,308.0,352.0,546.0,958.0,15.0,23.0,9.0,218.0,781.0,736.0,733.0,764.0,15.0,308.0,797.0,21.0,22.0,10.0,412.0,308.0,603.0,15.0,15.0,5.0,13.0,336.0,308.0,698.0,1029.0,23.0,20.0,296.0,488.0,638.0,15.0,20.0,10.0,835.0,629.0,22.0,10.0,646.0,20.0,3
224.0,340.0,854.0,814.0,672.0,1.0,8.0,351.0,251.0,609.0,1025.0,21.0,10.0,327.0,247.0,41.0,213.0,18.0,0.0,0.0,912.0,25.0,1.0,220.0,913.0,1058.0,817.0,19.0,28.0,8.0,280.0,828.0,738.0,1085.0,31.0,29.0,31.0,9.0,8.0,340.0,296.0,38.0,14.0,347.0,207.0,745.0,14.0,18.0,9.0,12.0,241.0,826.0,1031.0,778.0,28.0,1.0,13.0,348.0,248.0,674.0,947.0,29.0,22.0,8.0,290.0,911.0,775.0,782.0,824.0,16.0,296.0,792.0,33.0,19.0,13.0,378.0,244.0,641.0,22.0,10.0,12.0,10.0,282.0,228.0,792.0,1060.0,37.0,17.0,232.0,374.0,682.0,29.0,27.0,3.0,884.0,660.0,19.0,15.0,599.0,27.0,3
265.0,283.0,719.0,869.0,659.0,3.0,14.0,402.0,242.0,558.0,1003.0,22.0,14.0,354.0,288.0,27.0,258.0,13.0,0.0,0.0,787.0,22.0,1.0,257.0,910.0,1063.0,745.0,20.0,34.0,8.0,321.0,731.0,775.0,1047.0,28.0,18.0,17.0,11.0,8.0,367.0,241.0,24.0,18.0,412.0,212.0,816.0,21.0,19.0,11.0,2.0,244.0,687.0,1018.0,824.0,17.0,13.0,13.0,393.0,289.0,535.0,926.0,16.0,21.0,10.0,299.0,772.0,838.0,699.0,728.0,16.0,275.0,745.0,22.0,18.0,13.0,429.0,205.0,546.0,15.0,10.0,12.0,10.0,317.0,219.0,667.0,971.0,24.0,17.0,207.0,407.0,678.0,16.0,27.0,7.0,943.0,655.0,18.0,7.0,682.0,24.0,3
300.0,502.0,709.0,928.0,773.0,7.0,13.0,387.0,207.0,576.0,1005.0,32.0,14.0,369.0,157.0,10.0,75.0,7.0,1.0,2.0,769.0,10.0,2.0,262.0,873.0,951.0,747.0,8.0,23.0,9.0,304.0,721.0,778.0,1047.0,30.0,24.0,0.0,11.0,9.0,396.0,362.0,7.0,12.0,341.0,291.0,891.0,23.0,33.0,7.0,1.0,311.0,687.0,992.0,826.0,13.0,30.0,9.0,426.0,406.0,533.0,888.0,14.0,21.0,14.0,314.0,772.0,901.0,647.0,728.0,12.0,288.0,743.0,20.0,34.0,15.0,400.0,340.0,504.0,25.0,10.0,11.0,8.0,332.0,348.0,643.0,853.0,22.0,15.0,286.0,496.0,680.0,14.0,42.0,10.0,1000.0,777.0,32.0,4.0,832.0,14.0,3
338.0,376.0,911.0,755.0,703.0,11.0,9.0,389.0,279.0,608.0,1082.0,11.0,20.0,341.0,185.0,34.0,209.0,8.0,1.0,1.0,923.0,21.0,0.0,260.0,840.0,1103.0,806.0,27.0,33.0,7.0,278.0,809.0,663.0,1150.0,37.0,19.0,24.0,17.0,7.0,382.0,312.0,31.0,24.0,341.0,275.0,684.0,14.0,16.0,17.0,11.0,303.0,899.0,1076.0,811.0,22.0,6.0,0.0,432.0,228.0,745.0,992.0,23.0,18.0,18.0,352.0,984.0,722.0,811.0,841.0,3.0,246.0,837.0,29.0,9.0,14.0,388.0,226.0,576.0,16.0,16.0,13.0,9.0,326.0,198.0,795.0,1103.0,31.0,14.0,274.0,350.0,679.0,23.0,24.0,2.0,819.0,699.0,23.0,14.0,644.0,23.0,3
202.0,304.0,743.0,835.0,602.0,3.0,13.0,369.0,233.0,600.0,992.0,20.0,10.0,355.0,281.0,27.0,231.0,12.0,1.0,0.0,811.0,18.0,2.0,246.0,850.0,1082.0,768.0,20.0,36.0,9.0,310.0,753.0,723.0,1042.0,23.0,16.0,17.0,11.0,9.0,370.0,258.0,24.0,14.0,379.0,211.0,772.0,22.0,19.0,11.0,3.0,231.0,715.0,1005.0,823.0,14.0,13.0,11.0,356.0,290.0,561.0,925.0,15.0,21.0,10.0,246.0,800.0,808.0,696.0,735.0,14.0,336.0,764.0,21.0,20.0,13.0,406.0,220.0,586.0,13.0,12.0,11.0,10.0,310.0,232.0,689.0,990.0,23.0,17.0,212.0,418.0,697.0,15.0,27.0,6.0,903.0,594.0,18.0,8.0,613.0,22.0,3
243.0,341.0,716.0,838.0,684.0,8.0,13.0,404.0,278.0,613.0,1065.0,36.0,13.0,414.0,308.0,22.0,232.0,12.0,3.0,1.0,816.0,14.0,4.0,355.0,875.0,1078.0,775.0,6.0,35.0,9.0,353.0,782.0,718.0,1135.0,23.0,28.0,12.0,14.0,9.0,421.0,349.0,19.0,9.0,452.0,294.0,787.0,14.0,31.0,12.0,3.0,304.0,662.0,1033.0,788.0,22.0,18.0,18.0,371.0,371.0,538.0,941.0,23.0,21.0,7.0,327.0,747.0,809.0,718.0,816.0,21.0,305.0,760.0,19.0,32.0,16.0,425.0,335.0,583.0,29.0,13.0,9.0,11.0,415.0,341.0,710.0,996.0,31.0,18.0,323.0,483.0,648.0,23.0,32.0,6.0,912.0,676.0,30.0,8.0,671.0,16.0,3
188.0,314.0,709.0,820.0,587.0,3.0,9.0,391.0,179.0,638.0,1064.0,20.0,12.0,331.0,307.0,32.0,239.0,19.0,1.0,0.0,767.0,16.0,2.0,260.0,883.0,1029.0,838.0,20.0,33.0,9.0,332.0,761.0,726.0,1128.0,22.0,18.0,22.0,11.0,9.0,372.0,294.0,29.0,14.0,461.0,205.0,753.0,25.0,23.0,11.0,7.0,269.0,687.0,966.0,837.0,21.0,8.0,9.0,338.0,378.0,541.0,890.0,18.0,23.0,6.0,246.0,772.0,795.0,693.0,845.0,12.0,318.0,735.0,22.0,20.0,13.0,426.0,312.0,628.0,15.0,12.0,11.0,10.0,280.0,316.0,643.0,983.0,24.0,17.0,306.0,496.0,721.0,18.0,26.0,4.0,888.0,579.0,22.0,12.0,566.0,22.0,3
295.0,375.0,710.0,896.0,665.0,5.0,13.0,362.0,204.0,553.0,1029.0,23.0,12.0,312.0,212.0,24.0,180.0,9.0,1.0,0.0,768.0,17.0,2.0,221.0,919.0,1031.0,771.0,19.0,33.0,9.0,303.0,698.0,780.0,1075.0,26.0,17.0,14.0,9.0,9.0,333.0,275.0,21.0,16.0,392.0,208.0,853.0,23.0,26.0,9.0,3.0,224.0,688.0,1002.0,850.0,13.0,16.0,9.0,381.0,325.0,536.0,908.0,14.0,22.0,12.0,317.0,773.0,871.0,671.0,756.0,12.0,273.0,713.0,20.0,19.0,13.0,415.0,263.0,541.0,18.0,8.0,11.0,10.0,273.0,285.0,644.0,939.0,22.0,17.0,217.0,447.0,704.0,14.0,34.0,6.0,968.0,663.0,25.0,8.0,694.0,21.0,3
225.0,343.0,740.0,745.0,624.0,6.0,11.0,400.0,288.0,573.0,1081.0,16.0,17.0,420.0,308.0,27.0,234.0,9.0,3.0,3.0,808.0,6.0,4.0,353.0,838.0,1070.0,791.0,24.0,28.0,9.0,365.0,742.0,669.0,1151.0,28.0,8.0,19.0,14.0,9.0,423.0,371.0,24.0,17.0,384.0,300.0,688.0,17.0,31.0,14.0,7.0,340.0,712.0,1017.0,804.0,19.0,13.0,8.0,391.0,361.0,560.0,935.0,20.0,19.0,7.0,347.0,797.0,728.0,718.0,832.0,11.0,335.0,768.0,24.0,22.0,10.0,435.0,325.0,547.0,15.0,13.0,9.0,13.0,411.0,325.0,686.0,1018.0,28.0,20.0,363.0,475.0,664.0,20.0,23.0,6.0,815.0,620.0,30.0,12.0,597.0,14.0,3
281.0,537.0,808.0,984.0,744.0,12.0,15.0,300.0,218.0,635.0,812.0,21.0,9.0,294.0,210.0,9.0,146.0,20.0,1.0,3.0,836.0,7.0,0.0,197.0,883.0,810.0,632.0,13.0,22.0,7.0,249.0,764.0,818.0,838.0,11.0,13.0,1.0,10.0,7.0,303.0,375.0,6.0,5.0,308.0,290.0,977.0,40.0,36.0,8.0,1.0,234.0,796.0,875.0,837.0,6.0,31.0,2.0,309.0,443.0,642.0,771.0,5.0,24.0,11.0,293.0,881.0,985.0,596.0,667.0,5.0,399.0,704.0,15.0,35.0,16.0,339.0,317.0,519.0,20.0,9.0,13.0,7.0,241.0,315.0,698.0,702.0,3.0,14.0,245.0,511.0,697.0,5.0,41.0,8.0,1058.0,746.0,35.0,6.0,827.0,7.0,3
293.0,449.0,760.0,875.0,688.0,6.0,13.0,408.0,230.0,589.0,1000.0,25.0,17.0,378.0,166.0,15.0,106.0,4.0,1.0,0.0,812.0,9.0,2.0,279.0,870.0,1054.0,752.0,15.0,28.0,9.0,321.0,742.0,741.0,1032.0,27.0,17.0,5.0,14.0,9.0,399.0,373.0,12.0,17.0,422.0,270.0,826.0,26.0,32.0,12.0,3.0,238.0,736.0,1025.0,853.0,10.0,25.0,7.0,395.0,321.0,582.0,931.0,11.0,26.0,13.0,309.0,821.0,852.0,694.0,713.0,10.0,307.0,736.0,19.0,27.0,13.0,431.0,347.0,513.0,24.0,13.0,11.0,10.0,347.0,335.0,686.0,962.0,19.0,17.0,215.0,433.0,705.0,11.0,41.0,6.0,949.0,686.0,31.0,8.0,717.0,15.0,3
223.0,301.0,798.0,720.0,574.0,3.0,10.0,394.0,326.0,519.0,1003.0,10.0,12.0,370.0,218.0,35.0,236.0,7.0,2.0,3.0,810.0,18.0,3.0,275.0,885.0,1054.0,755.0,32.0,28.0,10.0,335.0,700.0,670.0,1039.0,28.0,16.0,25.0,13.0,10.0,377.0,341.0,32.0,16.0,430.0,316.0,663.0,25.0,21.0,13.0,14.0,248.0,786.0,977.0,856.0,11.0,7.0,4.0,335.0,287.0,632.0,897.0,12.0,23.0,10.0,297.0,871.0,709.0,668.0,720.0,3.0,301.0,736.0,18.0,12.0,10.0,437.0,277.0,567.0,13.0,14.0,10.0,13.0,341.0,275.0,686.0,968.0,20.0,14.0,277.0,381.0,708.0,12.0,21.0,5.0,790.0,568.0,20.0,17.0,587.0,22.0,3
202.0,408.0,743.0,808.0,640.0,7.0,13.0,359.0,251.0,596.0,976.0,27.0,18.0,341.0,223.0,26.0,147.0,7.0,3.0,1.0,807.0,7.0,4.0,266.0,871.0,1044.0,718.0,15.0,25.0,9.0,296.0,751.0,712.0,1018.0,30.0,19.0,16.0,15.0,9.0,350.0,362.0,23.0,16.0,413.0,269.0,765.0,23.0,32.0,15.0,3.0,255.0,719.0,999.0,797.0,13.0,14.0,10.0,330.0,362.0,565.0,907.0,14.0,26.0,8.0,284.0,804.0,795.0,680.0,699.0,13.0,296.0,726.0,20.0,29.0,12.0,392.0,324.0,538.0,22.0,14.0,9.0,11.0,326.0,330.0,685.0,952.0,22.0,18.0,280.0,466.0,651.0,14.0,30.0,6.0,882.0,636.0,31.0,8.0,663.0,15.0,3
233.0,225.0,628.0,775.0,577.0,5.0,13.0,438.0,230.0,539.0,1023.0,18.0,12.0,382.0,400.0,33.0,344.0,15.0,5.0,1.0,690.0,18.0,6.0,303.0,894.0,1055.0,755.0,18.0,30.0,7.0,377.0,666.0,715.0,1083.0,24.0,18.0,23.0,13.0,7.0,415.0,257.0,30.0,16.0,502.0,234.0,714.0,27.0,21.0,13.0,9.0,292.0,604.0,978.0,812.0,19.0,7.0,10.0,359.0,327.0,456.0,898.0,18.0,21.0,12.0,251.0,689.0,748.0,669.0,764.0,13.0,357.0,737.0,16.0,20.0,12.0,473.0,251.0,527.0,15.0,14.0,7.0,11.0,335.0,257.0,568.0,963.0,18.0,18.0,301.0,459.0,668.0,18.0,21.0,8.0,845.0,571.0,22.0,14.0,594.0,22.0,3
273.0,435.0,663.0,901.0,719.0,6.0,12.0,346.0,206.0,546.0,981.0,24.0,13.0,274.0,182.0,11.0,152.0,18.0,6.0,3.0,699.0,14.0,7.0,173.0,898.0,955.0,709.0,18.0,24.0,12.0,279.0,667.0,751.0,1051.0,13.0,18.0,1.0,10.0,2.0,311.0,291.0,8.0,15.0,414.0,282.0,872.0,38.0,29.0,10.0,10.0,288.0,647.0,980.0,830.0,12.0,29.0,4.0,367.0,363.0,493.0,880.0,11.0,21.0,13.0,285.0,732.0,886.0,643.0,732.0,7.0,269.0,691.0,13.0,22.0,16.0,387.0,289.0,506.0,21.0,9.0,6.0,7.0,217.0,315.0,573.0,877.0,5.0,14.0,291.0,453.0,682.0,11.0,43.0,11.0,975.0,719.0,28.0,9.0,760.0,18.0,3
328.0,422.0,736.0,859.0,675.0,4.0,12.0,425.0,247.0,533.0,1032.0,17.0,15.0,399.0,165.0,22.0,127.0,5.0,0.0,0.0,780.0,7.0,1.0,306.0,850.0,1041.0,774.0,25.0,35.0,8.0,342.0,706.0,719.0,1074.0,28.0,9.0,12.0,12.0,8.0,418.0,352.0,19.0,17.0,419.0,275.0,808.0,25.0,32.0,12.0,4.0,277.0,718.0,1012.0,853.0,11.0,18.0,5.0,438.0,320.0,564.0,916.0,12.0,20.0,11.0,330.0,803.0,842.0,685.0,755.0,8.0,306.0,723.0,18.0,23.0,13.0,446.0,306.0,489.0,16.0,11.0,12.0,10.0,370.0,306.0,652.0,949.0,20.0,17.0,218.0,414.0,707.0,12.0,36.0,5.0,931.0,673.0,31.0,9.0,706.0,13.0,3
265.0,537.0,776.0,926.0,725.0,12.0,15.0,346.0,208.0,619.0,938.0,24.0,9.0,322.0,166.0,11.0,134.0,12.0,1.0,1.0,830.0,4.0,0.0,229.0,895.0,939.0,730.0,14.0,24.0,7.0,267.0,766.0,768.0,936.0,19.0,16.0,1.0,12.0,7.0,339.0,421.0,8.0,5.0,350.0,302.0,903.0,34.0,39.0,8.0,1.0,226.0,758.0,966.0,907.0,2.0,29.0,4.0,343.0,445.0,604.0,868.0,3.0,27.0,9.0,319.0,843.0,913.0,623.0,727.0,7.0,319.0,697.0,23.0,32.0,14.0,371.0,433.0,531.0,23.0,13.0,13.0,9.0,285.0,433.0,700.0,843.0,11.0,16.0,247.0,511.0,763.0,3.0,43.0,8.0,998.0,727.0,38.0,6.0,780.0,10.0,3
261.0,387.0,712.0,822.0,728.0,1.0,10.0,412.0,238.0,555.0,1024.0,15.0,10.0,350.0,220.0,27.0,194.0,15.0,0.0,1.0,746.0,9.0,1.0,257.0,847.0,1046.0,764.0,27.0,40.0,8.0,355.0,698.0,698.0,1084.0,16.0,7.0,17.0,9.0,8.0,377.0,343.0,24.0,14.0,460.0,270.0,769.0,37.0,30.0,9.0,6.0,258.0,694.0,1033.0,843.0,11.0,13.0,4.0,373.0,343.0,540.0,933.0,10.0,18.0,8.0,279.0,779.0,803.0,706.0,765.0,7.0,331.0,730.0,14.0,21.0,14.0,463.0,355.0,523.0,14.0,10.0,12.0,9.0,305.0,361.0,618.0,964.0,8.0,16.0,235.0,443.0,697.0,10.0,31.0,3.0,898.0,726.0,29.0,11.0,757.0,13.0,3
315.0,449.0,734.0,860.0,666.0,5.0,14.0,324.0,236.0,543.0,863.0,16.0,14.0,338.0,148.0,10.0,136.0,20.0,4.0,3.0,756.0,12.0,3.0,243.0,843.0,918.0,631.0,18.0,23.0,10.0,303.0,686.0,718.0,915.0,15.0,16.0,0.0,11.0,10.0,347.0,355.0,7.0,16.0,338.0,308.0,825.0,34.0,31.0,11.0,4.0,306.0,722.0,935.0,766.0,6.0,30.0,4.0,359.0,311.0,568.0,831.0,5.0,25.0,12.0,359.0,807.0,845.0,596.0,620.0,5.0,437.0,646.0,19.0,28.0,10.0,365.0,297.0,497.0,19.0,10.0,16.0,9.0,297.0,299.0,626.0,824.0,7.0,16.0,295.0,393.0,622.0,5.0,42.0,7.0,932.0,670.0,30.0,7.0,719.0,14.0,3
202.0,364.0,866.0,710.0,626.0,14.0,11.0,317.0,303.0,615.0,995.0,33.0,11.0,273.0,157.0,11.0,187.0,4.0,11.0,13.0,810.0,19.0,12.0,238.0,769.0,1002.0,739.0,15.0,10.0,5.0,276.0,686.0,566.0,1055.0,35.0,27.0,17.0,16.0,3.0,374.0,422.0,16.0,7.0,369.0,319.0,665.0,18.0,24.0,4.0,13.0,343.0,870.0,949.0,750.0,18.0,21.0,2.0,344.0,294.0,716.0,857.0,19.0,26.0,13.0,226.0,955.0,737.0,630.0,738.0,1.0,322.0,684.0,25.0,25.0,12.0,310.0,362.0,533.0,28.0,15.0,5.0,11.0,252.0,340.0,696.0,910.0,27.0,4.0,352.0,338.0,620.0,19.0,25.0,10.0,778.0,626.0,23.0,10.0,661.0,21.0,4
259.0,339.0,802.0,700.0,599.0,16.0,9.0,300.0,288.0,649.0,1025.0,36.0,7.0,284.0,312.0,11.0,298.0,14.0,9.0,12.0,760.0,30.0,10.0,221.0,683.0,985.0,741.0,18.0,2.0,9.0,251.0,656.0,536.0,1095.0,33.0,42.0,21.0,12.0,13.0,343.0,271.0,14.0,3.0,338.0,238.0,667.0,14.0,23.0,8.0,17.0,346.0,806.0,910.0,748.0,28.0,23.0,9.0,243.0,197.0,660.0,828.0,29.0,27.0,9.0,205.0,891.0,737.0,599.0,776.0,10.0,363.0,667.0,25.0,18.0,21.0,299.0,153.0,577.0,37.0,11.0,13.0,14.0,291.0,127.0,702.0,893.0,27.0,7.0,337.0,343.0,614.0,29.0,21.0,2.0,764.0,601.0,22.0,14.0,662.0,24.0,4
