age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
14.0,MEXICAN,Female,2ND YR COL,3.5,No,501.0,125.0,4.0,Good,0.0,0.0,4.0,14.0,pro,No,1
18.0,MEXICAN-AMERICAN,Female,9TH GRADE,0.72,No,505.0,205.0,3.0,Poor,0.0,0.0,11.0,41.0,personal,No,0
17.0,MEXICAN-AMERICAN,Female,9TH GRADE,1.4,No,506.0,200.0,4.0,Good,0.0,0.0,2.0,5.0,retail,No,0
16.0,MEXICAN-AMERICAN,Male,12TH GRADE,7.5,No,511.0,185.0,6.0,Good,0.0,0.0,3.0,71.0,transp,No,1
20.0,ENGLISH,Male,11TH GRADE,2.9,No,600.0,190.0,3.0,Poor,0.0,0.0,5.0,57.0,manuf,No,1
21.0,AMERICAN,Female,2ND YR COL,0.0,No,503.0,130.0,3.0,Very Good,0.0,0.0,9.0,55.0,pro,No,0
18.0,ENGLISH,Female,2ND YR COL,0.0,No,501.0,170.0,7.0,Fair,0.0,0.0,17.0,87.0,pro,No,0
16.0,ENGLISH,Female,4TH YR COL,0.0,No,506.0,200.0,7.0,Fair,0.0,0.0,8.0,95.0,fin,No,0
15.0,ENGLISH,Male,2ND YR COL,3.8,No,511.0,180.0,7.0,Fair,0.0,0.0,23.0,53.0,manuf,No,1
16.0,MEXICAN,Female,12TH GRADE,0.04,No,506.0,140.0,7.0,Excellent,0.0,0.0,11.0,47.0,manuf,No,0
15.0,AMERICAN,Male,12TH GRADE,0.7,Yes,510.0,153.0,7.0,Very Good,0.0,0.0,11.0,26.0,busi,Yes,0
18.0,MEXICAN-AMERICAN,Male,12TH GRADE,2.0,No,507.0,240.0,8.0,Good,0.0,0.0,8.0,19.0,agri,No,1
15.0,ENGLISH,Male,4TH YR COL,6.88,No,509.0,170.0,4.0,Excellent,0.0,0.0,6.0,94.0,busi,No,1
21.0,ENGLISH,Male,1ST YR COL,0.0,No,508.0,160.0,4.0,Good,0.0,1.0,19.0,31.0,construction,Yes,0
18.0,GERMAN,Female,4TH YR COL,6.1,No,503.0,122.0,7.0,Excellent,1.0,0.0,6.0,84.0,pro,Yes,1
17.0,GERMAN,Female,4TH YR COL,5.5,No,502.0,118.0,7.0,Very Good,0.0,0.0,4.0,86.0,pro,Yes,1
16.0,GERMAN,Male,12TH GRADE,5.1,No,507.0,135.0,7.0,Good,2.0,0.0,3.0,58.0,transp,Yes,1
17.0,GREEK,Female,12TH GRADE,0.0,No,508.0,175.0,2.0,Excellent,0.0,0.0,6.0,35.0,enter,No,0
20.0,BLACK,Female,1ST YR COL,2.5,No,511.0,108.0,5.0,Fair,0.0,0.0,6.0,19.0,pub,No,1
19.0,BLACK,Male,11TH GRADE,0.0,No,506.0,152.0,6.0,Poor,0.0,1.0,12.0,8.0,retail,No,0
20.0,MEXICAN,Female,9TH GRADE,2.3,Yes,506.0,135.0,6.0,Good,0.0,0.0,7.0,8.0,manuf,No,1
16.0,MEXICAN-AMERICAN,Male,1ST YR COL,0.0,No,507.0,160.0,6.0,Very Good,6.0,1.0,5.0,18.0,busi,Yes,0
14.0,MEXICAN-AMERICAN,Male,12TH GRADE,3.5,No,506.0,148.0,6.0,Very Good,4.0,0.0,9.0,8.0,transp,No,1
21.0,CUBAN,Male,12TH GRADE,4.5,No,511.0,160.0,4.0,Very Good,0.0,0.0,6.0,57.0,transp,No,1
17.0,OTHER-HISPANIC,Male,12TH GRADE,8.3,No,509.0,170.0,4.0,Very Good,1.0,1.0,6.0,35.0,manuf,No,1
15.0,CHICANO,Female,4TH YR COL,3.5,No,501.0,92.0,5.0,Very Good,0.0,0.0,5.0,33.0,fin,Yes,1
20.0,ENGLISH,Male,4TH YR COL,2.3,No,600.0,175.0,4.0,Good,0.0,0.0,6.0,86.0,pro,No,1
20.0,GERMAN,Male,4TH YR COL,2.4,No,509.0,160.0,1.0,Excellent,0.0,0.0,13.0,64.0,retail,No,1
21.0,BLACK,Female,2ND YR COL,0.0,No,506.0,220.0,1.0,Good,0.0,0.0,11.0,4.0,retail,No,0
16.0,BLACK,Male,1ST YR COL,4.5,No,511.0,154.0,5.0,Good,1.0,0.0,3.0,49.0,transp,Yes,1
18.0,BLACK,Female,2ND YR COL,3.25,No,504.0,120.0,7.0,Good,0.0,0.0,9.0,25.0,busi,No,1
17.0,ENGLISH,Female,11TH GRADE,0.0,Yes,506.0,135.0,2.0,Good,0.0,0.0,4.0,10.0,fin,No,0
14.0,FILIPINO,Female,12TH GRADE,5.5,No,503.0,100.0,8.0,Good,1.0,0.0,5.0,18.0,fin,Yes,1
21.0,NATIVE-AMERICAN,Female,4TH YR COL,1.0,Yes,410.0,120.0,2.0,Fair,0.0,0.0,6.0,74.0,pro,No,0
17.0,ENGLISH,Female,4TH YR COL,13.8775,No,506.0,110.0,4.0,Excellent,0.0,0.0,9.0,79.0,manuf,No,1
19.0,ENGLISH,Female,5TH YR COL,1.4,No,504.0,105.0,5.0,Very Good,0.0,0.0,13.0,59.0,pro,No,0
16.0,ENGLISH,Female,5TH YR COL,0.7,No,504.0,123.0,5.0,Good,1.0,0.0,10.0,52.0,pro,No,0
16.0,ITALIAN,Female,5TH YR COL,5.6,Yes,504.0,115.0,4.0,Excellent,0.0,0.0,13.0,92.0,pub,No,1
18.0,GERMAN,Male,3RD YR COL,4.3,No,510.0,150.0,5.0,Very Good,0.0,0.0,13.0,97.0,busi,Yes,1
21.0,GERMAN,Female,1ST YR COL,2.4,No,411.0,104.0,5.0,Excellent,0.0,0.0,8.0,50.0,retail,No,1
18.0,ITALIAN,Male,12TH GRADE,5.5,Yes,511.0,150.0,6.0,Good,0.0,0.0,7.0,94.0,pub,No,1
18.0,FRENCH,Male,1ST YR COL,5.9,Yes,508.0,185.0,3.0,Very Good,0.0,0.0,3.0,68.0,construction,No,1
15.0,ENGLISH,Female,5TH YR COL,3.8,No,503.0,115.0,5.0,Good,0.0,0.0,7.0,79.0,pro,No,1
21.0,IRISH,Male,6TH YR COL,3.5,No,511.0,160.0,1.0,Excellent,0.0,0.0,11.0,96.0,pro,No,1
19.0,MEXICAN-AMERICAN,Male,12TH GRADE,1.2,No,511.0,175.0,6.0,Good,0.0,0.0,15.0,42.0,retail,Yes,0
18.0,CHICANO,Female,11TH GRADE,0.75,No,502.0,145.0,6.0,Good,0.0,0.0,4.0,8.0,retail,No,0
15.0,MEXICAN-AMERICAN,Female,12TH GRADE,0.0,No,503.0,222.0,6.0,Poor,0.0,0.0,6.0,9.0,retail,No,0
18.0,BLACK,Female,12TH GRADE,0.04,No,505.0,160.0,5.0,Fair,3.0,0.0,4.0,5.0,personal,No,0
16.0,BLACK,Male,12TH GRADE,0.0,No,511.0,175.0,5.0,Very Good,0.0,1.0,7.0,27.0,construction,Yes,0
15.0,BLACK,Female,3RD YR COL,2.2,No,506.0,120.0,4.0,Excellent,0.0,0.0,6.0,8.0,retail,Yes,1
17.0,BLACK,Male,1ST YR COL,1.3,No,506.0,131.0,2.0,Very Good,0.0,0.0,4.0,12.0,pro,Yes,0
17.0,ENGLISH,Male,4TH YR COL,2.1,Yes,510.0,145.0,3.0,Very Good,2.0,0.0,9.0,69.0,manuf,No,1
18.0,ENGLISH,Male,3RD YR COL,2.95,Yes,600.0,165.0,6.0,Very Good,0.0,0.0,10.0,90.0,pro,No,1
20.0,ENGLISH,Female,4TH YR COL,5.5,No,502.0,123.0,1.0,Excellent,0.0,0.0,6.0,85.0,manuf,No,1
16.0,ENGLISH,Female,12TH GRADE,0.0,No,506.0,165.0,4.0,Very Good,0.0,0.0,7.0,40.0,pro,No,0
15.0,GERMAN,Female,12TH GRADE,1.2,No,501.0,145.0,4.0,Very Good,0.0,0.0,5.0,21.0,pro,No,0
15.0,ENGLISH,Male,12TH GRADE,0.0,No,510.0,170.0,4.0,Fair,0.0,1.0,14.0,14.0,manuf,No,0
15.0,MEXICAN-AMERICAN,Female,1ST YR COL,0.0,No,500.0,105.0,4.0,Very Good,0.0,0.0,3.0,27.0,pub,Yes,0
18.0,SCOTTISH,Female,12TH GRADE,0.0,No,504.0,125.0,4.0,Excellent,0.0,0.0,10.0,45.0,retail,No,0
19.0,ENGLISH,Female,12TH GRADE,1.1728,Yes,505.0,118.0,2.0,Excellent,0.0,0.0,7.0,45.0,retail,Yes,0
19.0,MEXICAN,Male,11TH GRADE,3.2,No,508.0,200.0,3.0,Very Good,0.0,1.0,11.0,24.0,personal,No,1
16.0,ENGLISH,Male,12TH GRADE,2.62,No,600.0,150.0,3.0,Very Good,0.0,0.0,7.0,77.0,retail,No,1
20.0,IRISH,Male,3RD YR COL,0.2,No,600.0,185.0,1.0,Excellent,2.0,0.0,3.0,53.0,construction,No,0
17.0,ENGLISH,Female,11TH GRADE,0.15,No,505.0,125.0,7.0,Good,0.0,0.0,6.0,8.0,fin,No,0
15.0,AMERICAN,Female,12TH GRADE,2.06,No,506.0,140.0,7.0,Good,0.0,0.0,11.0,25.0,fin,No,1
16.0,ITALIAN,Female,4TH YR COL,2.5,No,504.0,135.0,2.0,Very Good,2.0,0.0,10.0,37.0,busi,No,1
14.0,SCOTTISH,Male,12TH GRADE,3.3,No,508.0,135.0,3.0,Good,1.0,0.0,5.0,59.0,fin,Yes,1
17.0,ENGLISH,Male,12TH GRADE,1.87,No,510.0,155.0,3.0,Very Good,1.0,0.0,8.0,65.0,transp,Yes,1
15.0,FRENCH,Male,2ND YR COL,2.8,No,510.0,140.0,5.0,Excellent,0.0,0.0,5.0,80.0,busi,No,1
15.0,IRISH,Female,2ND YR COL,3.4,No,510.0,200.0,5.0,Very Good,0.0,0.0,7.0,61.0,personal,Yes,1
22.0,ITALIAN,Female,6TH YR COL,3.8,No,502.0,106.0,3.0,Excellent,0.0,0.0,6.0,49.0,pro,No,1
16.0,ENGLISH,Female,9TH GRADE,0.0,No,503.0,151.0,1.0,Very Good,0.0,0.0,2.0,49.0,busi,Yes,0
16.0,GERMAN,Female,1ST YR COL,1.7,No,504.0,115.0,5.0,Very Good,1.0,0.0,7.0,77.0,retail,No,0
15.0,ENGLISH,Female,1ST YR COL,4.0,No,507.0,125.0,5.0,Very Good,2.0,0.0,5.0,35.0,pub,Yes,1
15.0,ENGLISH,Male,12TH GRADE,1.274,Yes,600.0,170.0,4.0,Good,1.0,0.0,9.0,71.0,busi,No,0
17.0,FRENCH,Female,5TH YR COL,2.5991,No,506.0,150.0,3.0,Excellent,0.0,0.0,9.0,73.0,pro,Yes,1
19.0,ENGLISH,Female,5TH YR COL,3.8,No,510.0,139.0,4.0,Excellent,0.0,0.0,5.0,90.0,pro,No,1
14.0,ENGLISH,Male,12TH GRADE,2.54,No,601.0,173.0,3.0,Good,4.0,0.0,3.0,46.0,wholesale,No,1
20.0,ENGLISH,Female,4TH YR COL,0.0,No,506.0,125.0,1.0,Excellent,0.0,0.0,3.0,90.0,busi,No,0
18.0,ENGLISH,Male,1ST YR COL,0.0,No,601.0,155.0,5.0,Excellent,3.0,1.0,5.0,46.0,agri,No,0
15.0,GERMAN,Male,1ST YR COL,13.8775,No,511.0,175.0,5.0,Very Good,0.0,0.0,4.0,39.0,fin,No,1
16.0,MEXICAN,Male,9TH GRADE,0.96,No,508.0,180.0,9.0,Very Good,0.0,0.0,7.0,22.0,transp,No,0
14.0,ENGLISH,Male,9TH GRADE,2.5,No,504.0,130.0,12.0,Very Good,1.0,0.0,12.0,9.0,transp,No,1
16.0,MEXICAN-AMERICAN,Male,12TH GRADE,2.2,Yes,511.0,240.0,5.0,Good,0.0,0.0,5.0,74.0,retail,No,1
15.0,MEXICAN-AMERICAN,Male,11TH GRADE,0.0,No,507.0,169.0,5.0,Fair,0.0,0.0,18.0,5.0,transp,No,0
21.0,MEXICAN-AMERICAN,Female,9TH GRADE,1.7,No,501.0,150.0,5.0,Fair,0.0,0.0,7.0,5.0,fin,No,0
18.0,GERMAN,Female,12TH GRADE,3.0,No,507.0,130.0,3.0,Good,0.0,0.0,4.0,54.0,pub,No,1
16.0,NATIVE-AMERICAN,Male,10TH GRADE,0.0,No,507.0,160.0,3.0,Very Good,1.0,0.0,10.0,44.0,manuf,No,0
18.0,MEXICAN-AMERICAN,Male,12TH GRADE,2.5,No,504.0,120.0,6.0,Very Good,3.0,0.0,5.0,27.0,manuf,No,1
15.0,MEXICAN-AMERICAN,Male,2ND YR COL,3.8,No,509.0,130.0,6.0,Good,0.0,0.0,10.0,42.0,manuf,No,1
21.0,MEXICAN-AMERICAN,Male,1ST YR COL,1.8,No,507.0,155.0,6.0,Excellent,0.0,0.0,12.0,18.0,enter,No,1
17.0,CHICANO,Female,12TH GRADE,1.6,No,503.0,145.0,5.0,Good,0.0,0.0,9.0,13.0,manuf,No,0
18.0,GERMAN,Female,7TH YR COL,4.0,No,506.0,127.0,4.0,Excellent,0.0,0.0,7.0,92.0,pro,Yes,1
21.0,ENGLISH,Male,5TH YR COL,7.525,No,602.0,200.0,2.0,Excellent,0.0,0.0,5.0,97.0,manuf,No,1
18.0,MEXICAN,Female,2ND YR COL,2.93,No,506.0,115.0,2.0,Good,0.0,0.0,6.0,73.0,pub,Yes,1
17.0,MEXICAN-AMERICAN,Female,1ST YR COL,1.5,No,506.0,120.0,4.0,Excellent,0.0,0.0,7.0,29.0,retail,No,0
21.0,MEXICAN-AMERICAN,Male,2ND YR COL,0.0,No,508.0,147.0,3.0,Very Good,0.0,0.0,2.0,46.0,fin,No,0
18.0,OTHER,Female,12TH GRADE,7.5,No,505.0,118.0,4.0,Very Good,0.0,0.0,5.0,61.0,wholesale,No,1
15.0,ENGLISH,Male,4TH YR COL,3.2,No,600.0,180.0,5.0,Excellent,0.0,0.0,8.0,80.0,pub,Yes,1
18.0,ENGLISH,Male,11TH GRADE,2.4,No,511.0,160.0,3.0,Very Good,3.0,0.0,28.0,16.0,busi,No,1
19.0,ENGLISH,Female,5TH YR COL,3.8,No,506.0,125.0,4.0,Excellent,0.0,0.0,9.0,73.0,pro,No,1
20.0,ENGLISH,Female,12TH GRADE,0.6,No,506.0,160.0,2.0,Fair,0.0,0.0,6.0,32.0,personal,No,0
18.0,SCOTTISH,Female,12TH GRADE,0.0,No,506.0,125.0,1.0,Fair,0.0,0.0,14.0,32.0,retail,No,0
18.0,GERMAN,Female,12TH GRADE,1.0,No,503.0,115.0,4.0,Very Good,0.0,0.0,4.0,41.0,retail,No,0
16.0,GERMAN,Male,12TH GRADE,3.7,No,508.0,200.0,4.0,Excellent,2.0,0.0,6.0,86.0,manuf,No,1
18.0,IRISH,Female,2ND YR COL,0.59,No,502.0,100.0,4.0,Very Good,0.0,0.0,6.0,58.0,wholesale,No,0
15.0,RUSSIAN,Male,12TH GRADE,1.9348,No,507.0,190.0,4.0,Excellent,0.0,0.0,4.0,13.0,construction,No,1
18.0,ENGLISH,Male,4TH YR COL,6.0,No,600.0,170.0,3.0,Excellent,0.0,0.0,3.0,95.0,manuf,No,1
21.0,GERMAN,Female,12TH GRADE,1.5,No,503.0,135.0,4.0,Good,0.0,0.0,8.0,77.0,pro,No,0
19.0,GERMAN,Female,8TH YR COL OR MORE,2.5,No,507.0,155.0,5.0,Very Good,0.0,0.0,7.0,92.0,manuf,No,1
17.0,GERMAN,Male,12TH GRADE,3.5,No,507.0,185.0,5.0,Good,3.0,0.0,4.0,40.0,manuf,No,1
15.0,OTHER,Female,12TH GRADE,0.95,Yes,505.0,145.0,5.0,Very Good,1.0,1.0,10.0,49.0,manuf,No,0
19.0,GERMAN,Female,3RD YR COL,3.1,Yes,503.0,120.0,5.0,Excellent,0.0,0.0,5.0,64.0,manuf,No,1
18.0,GERMAN,Male,12TH GRADE,1.092,No,507.0,158.0,8.0,Very Good,0.0,0.0,4.0,7.0,mining,No,0
16.0,GERMAN,Male,1ST YR COL,2.4,No,507.0,150.0,8.0,Excellent,0.0,0.0,4.0,42.0,retail,No,1
15.0,GERMAN,Male,12TH GRADE,0.13,No,507.0,180.0,8.0,Fair,0.0,0.0,4.0,8.0,manuf,No,0
18.0,IRISH,Male,12TH GRADE,1.7,No,600.0,135.0,4.0,Very Good,2.0,0.0,6.0,47.0,manuf,No,0
19.0,IRISH,Male,2ND YR COL,5.08,No,601.0,215.0,3.0,Very Good,0.0,0.0,6.0,84.0,pub,No,1
18.0,IRISH,Female,1ST YR COL,1.8,Yes,508.0,152.0,3.0,Very Good,0.0,0.0,4.0,85.0,pro,No,1
20.0,IRISH,Male,12TH GRADE,2.1,No,510.0,165.0,5.0,Very Good,0.0,0.0,7.0,27.0,construction,No,1
15.0,FRENCH,Female,12TH GRADE,3.9178,No,508.0,175.0,6.0,Very Good,2.0,0.0,6.0,37.0,manuf,No,1
15.0,GERMAN,Female,12TH GRADE,3.5,No,501.0,98.0,5.0,Good,0.0,0.0,3.0,48.0,pro,No,1
19.0,GERMAN,Female,6TH YR COL,8.0,No,506.0,140.0,3.0,Very Good,0.0,0.0,14.0,98.0,busi,No,1
20.0,ENGLISH,Male,1ST YR COL,3.4,Yes,511.0,170.0,4.0,Good,0.0,0.0,10.0,66.0,manuf,No,1
18.0,OTHER,Male,12TH GRADE,1.0,No,509.0,160.0,4.0,Very Good,3.0,0.0,7.0,63.0,construction,No,0
16.0,AMERICAN,Male,12TH GRADE,2.65,No,602.0,200.0,4.0,Excellent,0.0,0.0,3.0,67.0,manuf,No,1
14.0,ENGLISH,Female,12TH GRADE,1.44,No,502.0,110.0,4.0,Fair,0.0,0.0,14.0,29.0,retail,Yes,0
21.0,OTHER,Male,6TH YR COL,2.9,No,510.0,148.0,5.0,Excellent,0.0,0.0,14.0,90.0,pro,No,1
16.0,OTHER,Male,4TH YR COL,4.1,No,511.0,150.0,5.0,Excellent,0.0,0.0,10.0,65.0,pro,Yes,1
17.0,ENGLISH,Male,12TH GRADE,3.5,No,509.0,170.0,3.0,Very Good,0.0,0.0,4.0,18.0,construction,No,1
14.0,GERMAN,Male,2ND YR COL,0.4,No,508.0,130.0,5.0,Very Good,0.0,0.0,5.0,48.0,wholesale,No,0
20.0,ENGLISH,Female,12TH GRADE,0.7,No,507.0,105.0,4.0,Good,1.0,0.0,8.0,7.0,wholesale,No,0
16.0,ENGLISH,Male,12TH GRADE,2.1,No,600.0,165.0,6.0,Excellent,0.0,0.0,4.0,35.0,retail,No,1
17.0,AMERICAN,Male,12TH GRADE,4.0,Yes,602.0,195.0,3.0,Very Good,4.0,0.0,3.0,67.0,manuf,No,1
17.0,GERMAN,Female,12TH GRADE,1.35,No,411.0,127.0,7.0,Excellent,0.0,0.0,7.0,42.0,retail,No,0
21.0,AMERICAN,Female,2ND YR COL,4.0,Yes,506.0,150.0,4.0,Excellent,0.0,0.0,2.0,98.0,fin,No,1
17.0,AMERICAN,Male,4TH YR COL,2.85,No,511.0,190.0,4.0,Very Good,0.0,0.0,7.0,90.0,fin,No,1
15.0,AMERICAN,Female,12TH GRADE,0.556,Yes,502.0,97.0,7.0,Poor,0.0,0.0,11.0,25.0,transp,No,0
21.0,OTHER,Female,4TH YR COL,0.075,No,507.0,150.0,7.0,Very Good,0.0,0.0,7.0,85.0,retail,No,0
20.0,OTHER,Female,3RD YR COL,0.0,No,508.0,145.0,7.0,Excellent,0.0,0.0,6.0,79.0,fin,No,0
18.0,OTHER,Female,4TH YR COL,4.0,Yes,506.0,139.0,7.0,Excellent,2.0,0.0,8.0,78.0,pro,No,1
18.0,IRISH,Female,5TH YR COL,2.45,No,505.0,118.0,4.0,Very Good,0.0,0.0,16.0,43.0,pro,No,1
14.0,ENGLISH,Male,5TH YR COL,8.0,No,509.0,183.0,5.0,Very Good,0.0,0.0,12.0,33.0,manuf,Yes,1
15.0,GERMAN,Female,4TH YR COL,0.0,No,502.0,125.0,3.0,Very Good,0.0,0.0,12.0,80.0,manuf,Yes,0
16.0,ITALIAN,Male,2ND YR COL,2.95,No,504.0,135.0,3.0,Good,0.0,0.0,13.0,84.0,retail,No,1
19.0,GERMAN,Male,12TH GRADE,2.9,No,602.0,164.0,5.0,Very Good,0.0,0.0,8.0,10.0,manuf,No,1
19.0,GERMAN,Male,3RD YR COL,0.975,No,602.0,180.0,4.0,Very Good,0.0,0.0,7.0,74.0,manuf,Yes,0
21.0,OTHER,Male,12TH GRADE,6.9,No,511.0,175.0,2.0,Very Good,0.0,0.0,4.0,55.0,busi,No,1
20.0,GERMAN,Female,12TH GRADE,1.0,No,505.0,170.0,2.0,Excellent,0.0,0.0,8.0,13.0,fin,No,0
18.0,IRISH,Male,12TH GRADE,5.4,No,509.0,155.0,3.0,Very Good,0.0,0.0,5.0,67.0,busi,No,1
21.0,ENGLISH,Male,12TH GRADE,3.2,No,511.0,155.0,4.0,Good,1.0,0.0,9.0,39.0,agri,No,1
18.0,ENGLISH,Female,12TH GRADE,1.7,No,503.0,108.0,2.0,Very Good,0.0,0.0,10.0,49.0,manuf,No,0
18.0,ENGLISH,Male,12TH GRADE,3.6,No,510.0,185.0,4.0,Good,0.0,0.0,7.0,84.0,pro,No,1
16.0,ENGLISH,Female,4TH YR COL,1.8,No,500.0,140.0,4.0,Good,1.0,0.0,6.0,44.0,pro,No,1
15.0,IRISH,Male,12TH GRADE,3.1,No,509.0,185.0,4.0,Very Good,1.0,0.0,12.0,44.0,busi,No,1
15.0,FRENCH,Male,12TH GRADE,3.6,No,506.0,140.0,3.0,Excellent,1.0,0.0,8.0,66.0,manuf,Yes,1
16.0,OTHER,Female,2ND YR COL,0.0,No,504.0,107.0,3.0,Excellent,0.0,0.0,10.0,50.0,retail,No,0
16.0,ITALIAN,Male,12TH GRADE,2.2048,No,511.0,185.0,4.0,Very Good,1.0,0.0,4.0,31.0,busi,No,1
14.0,ITALIAN,Male,2ND YR COL,2.58,No,510.0,160.0,4.0,Very Good,0.0,0.0,5.0,19.0,manuf,No,1
21.0,ENGLISH,Male,12TH GRADE,1.5449,No,506.0,160.0,2.0,Good,0.0,1.0,2.0,90.0,manuf,No,0
15.0,FRENCH,Female,12TH GRADE,2.1,No,505.0,113.0,4.0,Very Good,0.0,0.0,5.0,58.0,manuf,No,1
19.0,FRENCH,Male,12TH GRADE,2.6,No,603.0,190.0,4.0,Good,1.0,0.0,9.0,18.0,busi,No,1
21.0,GERMAN,Female,12TH GRADE,0.7913,No,505.0,134.0,2.0,Very Good,0.0,0.0,3.0,81.0,retail,Yes,0
15.0,FRENCH,Male,1ST YR COL,1.98,No,507.0,155.0,5.0,Good,5.0,1.0,9.0,16.0,manuf,No,1
20.0,RUSSIAN,Female,1ST YR COL,1.5,No,502.0,145.0,2.0,Very Good,0.0,0.0,9.0,81.0,personal,No,0
18.0,FRENCH,Female,3RD YR COL,0.6,No,509.0,145.0,3.0,Very Good,0.0,0.0,13.0,30.0,pro,No,0
21.0,ENGLISH,Male,12TH GRADE,1.8,No,509.0,165.0,5.0,Very Good,3.0,0.0,16.0,65.0,wholesale,Yes,1
15.0,ENGLISH,Female,4TH YR COL,4.0,No,504.0,130.0,4.0,Very Good,0.0,0.0,14.0,67.0,fin,No,1
18.0,IRISH,Male,12TH GRADE,6.1,No,507.0,220.0,6.0,Good,0.0,1.0,16.0,42.0,manuf,No,1
18.0,OTHER,Female,12TH GRADE,0.9,Yes,507.0,160.0,1.0,Good,0.0,0.0,10.0,10.0,personal,No,0
16.0,ENGLISH,Male,4TH YR COL,5.0,No,510.0,155.0,5.0,Very Good,3.0,0.0,5.0,75.0,fin,No,1
17.0,ENGLISH,Male,2ND YR COL,3.5,No,510.0,180.0,3.0,Very Good,0.0,0.0,9.0,80.0,wholesale,Yes,1
21.0,AMERICAN,Male,7TH YR COL,6.3,No,602.0,170.0,4.0,Excellent,0.0,0.0,6.0,78.0,manuf,No,1
19.0,ENGLISH,Female,12TH GRADE,1.5,No,506.0,134.0,4.0,Excellent,0.0,0.0,5.0,59.0,pub,No,0
18.0,ENGLISH,Female,12TH GRADE,1.88,No,502.0,150.0,6.0,Very Good,0.0,0.0,9.0,51.0,retail,No,1
18.0,ENGLISH,Male,12TH GRADE,1.86,No,511.0,160.0,3.0,Very Good,0.0,0.0,8.0,73.0,retail,No,1
14.0,ENGLISH,Male,12TH GRADE,0.8,Yes,600.0,157.0,5.0,Fair,1.0,1.0,10.0,3.0,personal,No,0
17.0,ENGLISH,Female,4TH YR COL,0.0,No,503.0,115.0,7.0,Good,0.0,0.0,5.0,63.0,busi,No,0
15.0,ENGLISH,Female,5TH YR COL,1.5,No,502.0,115.0,7.0,Excellent,0.0,0.0,12.0,23.0,retail,No,0
18.0,FRENCH,Male,12TH GRADE,1.7,No,506.0,224.0,6.0,Very Good,0.0,1.0,6.0,63.0,wholesale,No,0
21.0,FRENCH,Female,12TH GRADE,0.83,Yes,505.0,140.0,3.0,Very Good,0.0,0.0,5.0,71.0,retail,No,0
14.0,ENGLISH,Male,12TH GRADE,2.97,No,600.0,265.0,3.0,Very Good,2.0,0.0,8.0,17.0,retail,No,1
19.0,FRENCH,Male,12TH GRADE,0.0,No,601.0,197.0,1.0,Very Good,1.0,1.0,13.0,48.0,construction,No,0
19.0,ENGLISH,Male,3RD YR COL,3.9,No,510.0,190.0,4.0,Good,1.0,0.0,8.0,93.0,fin,Yes,1
20.0,ENGLISH,Female,7TH YR COL,1.2,No,502.0,116.0,1.0,Very Good,0.0,0.0,6.0,96.0,pro,No,0
15.0,ENGLISH,Male,11TH GRADE,2.2,No,508.0,175.0,7.0,Good,0.0,0.0,13.0,1.0,busi,No,1
14.0,ENGLISH,Male,12TH GRADE,2.5,No,600.0,175.0,7.0,Fair,1.0,1.0,9.0,15.0,retail,No,1
15.0,ENGLISH,Male,12TH GRADE,13.8775,No,600.0,165.0,4.0,Very Good,2.0,0.0,6.0,54.0,wholesale,No,1
16.0,FRENCH,Female,12TH GRADE,1.12,Yes,502.0,112.0,5.0,Good,0.0,0.0,12.0,63.0,retail,No,0
17.0,ENGLISH,Female,6TH YR COL,3.5,No,506.0,125.0,4.0,Excellent,0.0,0.0,21.0,78.0,pro,Yes,1
17.0,ENGLISH,Male,6TH YR COL,6.98,No,600.0,180.0,3.0,Excellent,0.0,0.0,12.0,93.0,pro,Yes,1
17.0,OTHER,Male,2ND YR COL,1.2604,No,510.0,180.0,4.0,Very Good,0.0,0.0,8.0,71.0,busi,No,0
17.0,IRISH,Female,6TH YR COL,1.54,No,507.0,130.0,3.0,Excellent,0.0,0.0,11.0,89.0,pro,No,0
21.0,POLISH,Male,5TH YR COL,3.325,Yes,600.0,170.0,1.0,Excellent,0.0,0.0,14.0,87.0,pub,Yes,1
14.0,IRISH,Female,12TH GRADE,0.5,No,502.0,135.0,5.0,Very Good,0.0,0.0,16.0,11.0,manuf,No,0
22.0,ENGLISH,Male,1ST YR COL,5.38,No,600.0,235.0,3.0,Good,1.0,0.0,13.0,68.0,transp,No,1
19.0,OTHER,Male,4TH YR COL,4.64,No,511.0,175.0,2.0,Very Good,0.0,0.0,9.0,93.0,manuf,No,1
17.0,OTHER,Female,3RD YR COL,2.5,Yes,510.0,150.0,2.0,Excellent,0.0,0.0,9.0,84.0,transp,No,1
14.0,ENGLISH,Male,11TH GRADE,1.5,No,509.0,150.0,6.0,Excellent,0.0,0.0,8.0,7.0,wholesale,No,0
20.0,ENGLISH,Male,12TH GRADE,2.3,No,602.0,262.0,3.0,Very Good,0.0,0.0,6.0,71.0,manuf,No,1
18.0,FRENCH,Male,4TH YR COL,5.5,No,601.0,170.0,5.0,Very Good,0.0,0.0,8.0,57.0,fin,Yes,1
16.0,BLACK,Female,12TH GRADE,0.0,No,505.0,125.0,5.0,Excellent,0.0,0.0,6.0,70.0,pro,No,0
15.0,GERMAN,Male,11TH GRADE,0.8,No,504.0,135.0,4.0,Very Good,0.0,0.0,3.0,10.0,manuf,No,0
