AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,month,day
0.89,6046264.46,3148031.62,995499.7,425639.83,1477093.31,1226901.91,190503.41,59687.99,conventional,2016,SouthCentral,6,26
1.06,5715712.21,2234102.17,2013200.4,90168.26,1378241.38,1291298.72,27353.79,59588.87,conventional,2017,California,12,10
0.94,33668450.55,11320969.79,11512621.85,1731910.48,9102948.43,6830380.18,2213379.44,59188.81,conventional,2016,TotalUS,4,3
0.94,4665536.74,2441553.39,936051.48,30691.31,1257240.56,699685.23,498428.66,59126.67,conventional,2016,Southeast,6,19
0.99,3299258.02,1329981.71,518018.74,105295.61,1345961.96,1286252.05,686.15,59023.76,conventional,2017,LosAngeles,4,30
1.26,4782021,1879513,1360694,107055,1434759,1328429,47615,58715,conventional,2017,California,11,19
1.36,5655955.05,2313742.61,1892140.35,159763.39,1290308.7,1201486.97,30452.62,58369.11,conventional,2017,California,8,6
1.33,4487625.78,316659.6,2589205.84,99899.13,1481861.21,1316229.18,107324.46,58307.57,conventional,2016,Northeast,7,10
1.15,5637795,2309785,1882561,108415,1337035,1248089,30662,58284,conventional,2017,California,11,12
1.31,5328958.01,1857645.04,1555271.43,143586.99,1772454.55,1709046.29,5147.16,58261.1,conventional,2017,California,3,19
1.46,5188483.1,2201004.96,1738865.16,151424.79,1097188.19,1018813.29,20424.08,57950.82,conventional,2017,California,7,23
1.17,3381732.73,1485492.18,845297.22,21369.68,1029573.65,657021.42,314632.79,57919.44,conventional,2016,Southeast,7,24
0.94,4460481.53,610996.39,2239470.6,471428.29,1138586.25,768004.44,312684.34,57897.47,conventional,2016,GreatLakes,5,8
1.27,3654450.88,753405.33,984160.83,246085.46,1670799.26,1303661.73,309332.66,57804.87,conventional,2018,GreatLakes,3,4
1.44,3378088.25,666458.42,1089386.32,263855.97,1358387.54,890685.77,410469.94,57231.83,conventional,2017,GreatLakes,8,20
1.15,6999255.87,2706875.38,1977949.64,191069.11,2123361.74,2061235.1,5202.82,56923.82,conventional,2017,California,6,25
1.03,3059034.3,1152656.67,373411.39,72380.13,1460586.11,1373991.99,29875.02,56719.1,conventional,2018,LosAngeles,3,11
1.02,2843541.07,1007972.48,439940.61,63511.29,1332116.69,1248694.27,26861.69,56560.73,conventional,2018,LosAngeles,3,25
1.04,3074226.19,1118405.84,429077.76,108744.24,1417998.35,1358189.5,3262.06,56546.79,conventional,2017,LosAngeles,4,23
0.93,7132711.23,2280934.17,3201737.11,111845.09,1538194.86,1461095.1,20553.6,56546.16,conventional,2017,California,12,31
1.36,3543152.49,561509.96,1337527.18,255439.7,1388675.65,937394.9,394791.96,56488.79,conventional,2017,GreatLakes,4,16
1.22,5719811.06,1856672.56,1580307.3,150682.37,2132148.83,2059479.45,16199.12,56470.26,conventional,2017,California,4,2
1.15,5663438.53,2148627.4,2224529.18,108333.63,1181948.32,1105519.8,20488.19,55940.33,conventional,2017,California,11,5
0.97,31047484.27,10138703.85,14229286.82,1410928.18,5268565.42,3966597.25,1246220.37,55747.8,conventional,2015,TotalUS,11,1
0.93,36374516.14,11661687.44,13104887.66,1800065.57,9807875.47,7231162.6,2521123.87,55589,conventional,2016,TotalUS,3,13
1.49,5405190.35,2319570.09,1821613.01,178446.19,1085561.06,1007608.04,22434.17,55518.85,conventional,2017,California,7,16
1.38,5571000.96,2179199.68,2206571.02,152942.18,1032288.08,948516.41,28336.99,55434.68,conventional,2017,California,7,30
1.08,34126730.95,12962762.94,10380438.09,512160.27,10271369.65,8199580.75,2016484.84,55304.06,conventional,2016,TotalUS,9,11
1.02,3336245.24,460475.95,1887110.85,418235.21,570423.23,406010.16,109268.58,55144.49,conventional,2015,GreatLakes,9,20
1.15,5634150.07,1961188.27,1720072.57,161251.98,1791637.25,1727384.52,9179.36,55073.37,conventional,2017,California,3,5
1.63,4035234.26,242271.89,2580466.19,39314.57,1173181.61,762656.42,355666.02,54859.17,conventional,2017,Northeast,7,2
0.72,6680323.25,3128527.61,1539488.77,537748.12,1474558.75,1071647.44,348148.3,54763.01,conventional,2016,SouthCentral,5,22
0.91,3395262.7,1116865.19,700177.12,62395.31,1515825.08,1435807.52,25385.22,54632.34,conventional,2018,LosAngeles,3,18
1.13,3243908.89,1296066.67,466479.64,102414.38,1378948.2,1324066.55,300.84,54580.81,conventional,2017,LosAngeles,5,28
1.29,3173372.45,643600.31,1287442.95,27337.2,1214991.99,969121.67,191301.87,54568.45,conventional,2017,Midsouth,7,9
1.03,27753508.14,8454208.8,13819912.63,1061979.37,4417407.34,3476492.68,886423.93,54490.73,conventional,2015,TotalUS,9,27
0.79,6862176.64,2429385.13,1870884.97,158534.53,2403372.01,2247565.14,101368.24,54438.63,conventional,2017,California,2,12
1.05,3416062.07,1634620.91,666118.47,11952.59,1103370.1,536816.84,512209.9,54343.36,conventional,2016,Southeast,5,22
1.58,25031589.09,8769357.86,8534404.17,392119.12,7335707.94,5387869.35,1893510.99,54327.6,conventional,2017,TotalUS,10,15
0.97,5528475.32,3073632.24,1095930.61,29835.26,1329077.21,1169824.57,105002.77,54249.87,conventional,2016,SouthCentral,7,24
1.34,3415474.26,605625.06,1302177.14,268428.07,1239243.99,750032.2,434987.85,54223.94,conventional,2017,GreatLakes,5,21
1.12,2633574.94,974290.82,439065.83,94533.02,1125685.27,1067166.21,4495.49,54023.57,conventional,2017,LosAngeles,3,12
1.1,2667104.06,985767.65,371412.09,77531.99,1232392.33,1144956.76,33430.29,54005.28,conventional,2018,LosAngeles,3,4
1.2,6507093.57,2378539.46,1580024.38,141320.44,2407209.29,2348867.54,4428.25,53913.5,conventional,2017,California,6,4
1.03,3532480.92,492741.15,1958150,447108.5,634481.27,448051.74,132685.58,53743.95,conventional,2015,GreatLakes,9,13
0.97,32994014.16,13282222.98,13733124.48,1070576.07,4908090.63,4129138.63,725218.35,53733.65,conventional,2015,TotalUS,3,1
1.09,3619364.21,1630877.04,777463.11,26639.39,1184384.67,850211.6,280635.29,53537.78,conventional,2016,Southeast,6,26
1.26,3218961.84,663114.75,1257956.68,30426.63,1267463.78,1026992.74,187005.45,53465.59,conventional,2017,Midsouth,7,2
1.73,2638911.89,445855.59,975125.15,235105.19,982825.96,641935.76,287510.2,53380,conventional,2017,GreatLakes,9,3
1.54,3834290.51,220814.35,2172523.13,63713.79,1377239.24,1287855.02,36043.62,53340.6,conventional,2016,Northeast,7,24
1.09,5544556,2333912,1660573,100234,1449838,1365781,30856,53201,conventional,2017,California,12,3
0.94,3551402.91,1376168.79,430527.04,88215.9,1656491.18,1602634.76,674.27,53182.15,conventional,2017,LosAngeles,5,14
1.14,2921916.66,1169688.69,428611.48,91670.96,1231945.53,1178399.48,401.84,53144.21,conventional,2017,LosAngeles,5,21
1.44,3127451.33,628374.02,1159890.3,265494.92,1073692.09,685116.12,335733.79,52842.18,conventional,2017,GreatLakes,7,30
1.42,3002195.77,474956.6,1228379.13,223458.77,1075401.27,694807.1,327861.78,52732.39,conventional,2017,GreatLakes,3,26
1.26,5862368.39,2346710.99,2079376.28,190313.03,1245968.09,1160556.19,32819.18,52592.72,conventional,2017,California,8,13
1.01,32513550.51,13697405.61,12659784.83,1066385.92,5089974.15,4275071.46,762527.54,52375.15,conventional,2015,TotalUS,3,22
1.07,29761638.48,11650976.87,11995960.83,1060352.53,5054348.25,4316352.47,685816.37,52179.41,conventional,2015,TotalUS,8,30
1.05,2259572.01,684349.38,761167.83,10691.9,803362.9,717323.25,34035.78,52003.87,conventional,2016,Plains,7,3
1.54,4121661.3,232666.83,2909813.43,25224.18,953956.86,686928.3,215092.27,51936.29,conventional,2017,Northeast,6,25
0.98,3184946.53,410061,1794703.2,425242.73,554939.6,365002.12,138161.32,51776.16,conventional,2015,GreatLakes,11,8
0.99,3631321.55,1581223.4,480083.42,93204.86,1476809.87,1424124.05,963.71,51722.11,conventional,2017,LosAngeles,6,18
0.7,8043965.41,3886584.49,917502.14,24745.18,3215133.6,2589009.32,574460.87,51663.41,conventional,2018,SouthCentral,2,11
0.78,7057862,3904868.07,1066061.08,25700.92,2061231.93,1513446.56,496221.25,51564.12,conventional,2018,SouthCentral,2,18
0.67,11213596.29,3986429.59,3550403.07,214137.93,3462625.7,3403581.49,7838.83,51205.38,conventional,2017,California,2,5
1.02,28243505.52,8353619.97,13775651.69,1209045.07,4905188.79,3664890.84,1189350.26,50947.69,conventional,2015,TotalUS,10,4
0.93,35264336.01,11441286.89,13226088.66,1282612.91,9314347.55,6735384.32,2528089.14,50874.09,conventional,2016,TotalUS,1,10
1.64,4524974.68,1995269.12,1293180.21,165218.13,1071307.22,986592.65,33841.83,50872.74,conventional,2017,California,8,20
1.12,3382974.98,1520215.45,437585.1,87693.03,1337481.4,1285980.32,788.55,50712.53,conventional,2017,LosAngeles,7,9
1.15,3443333.94,593779.04,1519607.27,285261.84,1044685.79,858070.55,135926.11,50689.13,conventional,2016,GreatLakes,6,12
1,2981347.2,401676.14,1680591.43,398320.64,500758.99,325850,124306.44,50602.55,conventional,2015,GreatLakes,12,6
1.49,2973144.04,629034.1,996526.74,225401.1,1122182.1,706994.82,364885.27,50302.01,conventional,2017,GreatLakes,8,27
1.12,2583323.58,861802.43,418362.3,83244.93,1219913.92,1168719.39,1177.9,50016.63,conventional,2017,LosAngeles,3,26
1.01,2993246.61,957440.04,408516.09,106825.66,1520464.82,1460394.98,10162.56,49907.28,conventional,2017,LosAngeles,4,9
1.07,32324647.66,12742760.17,12605457.17,1154897.34,5821532.98,4757798.96,1013834.06,49899.96,conventional,2015,TotalUS,7,19
1.09,2028847.18,691422.45,634634.29,16160.39,686630.05,614584.95,22163.03,49882.07,conventional,2016,Plains,7,10
1.44,26706971.51,9607586.96,8761192.74,409598.47,7928593.34,6074596.23,1804539.66,49457.45,conventional,2017,TotalUS,10,22
1.18,3329108.94,1502915.49,710445.49,18938.44,1096809.52,724983.8,322569.05,49256.67,conventional,2016,Southeast,7,31
0.76,8055482.07,3009291.31,2295856.21,148335.97,2601998.58,2504421.68,48343.02,49233.88,conventional,2017,California,1,29
1,3029956.79,1191842.89,462947.54,74821.65,1300344.71,1220997.59,30525.57,48821.55,conventional,2018,LosAngeles,2,25
1.1,3184221.55,458082.87,1329999.72,224790.76,1171348.2,721288.96,401353.64,48705.6,conventional,2017,GreatLakes,2,19
1.21,22923062.65,7891487.94,7337341.77,344475.9,7349757.04,5691266.56,1609867.2,48623.28,conventional,2016,TotalUS,11,27
0.99,2768930.88,897311.08,518369.51,83307.14,1269943.15,1214991.2,6376.28,48575.67,conventional,2017,LosAngeles,3,5
0.91,5646460.01,3069816.49,1012709.72,189691.87,1374241.93,1233354.94,92635.95,48251.04,conventional,2016,SouthCentral,7,10
1.02,35734613.9,14699604.93,13244466.6,1326422.56,6464119.81,5517909.51,898027.46,48182.84,conventional,2015,TotalUS,6,21
1.04,3330752.29,496596.01,1762047.32,422063.61,650045.35,443401.36,158608.4,48035.59,conventional,2016,GreatLakes,1,31
0.97,3557777.32,370933.32,1846740.22,464302.08,875801.7,541168.93,286623.54,48009.23,conventional,2016,GreatLakes,3,27
1.38,3916908.69,2252109.64,450910.1,5062.46,1208826.49,789659.56,371172.96,47993.97,conventional,2017,Southeast,5,28
0.99,3390850.94,1280363.31,415143.16,96489.25,1598855.22,1550403.66,468.39,47983.17,conventional,2017,LosAngeles,6,11
1.37,3562841.46,580440.94,1365403.08,269625.44,1347372,776304.5,523114.36,47953.14,conventional,2017,GreatLakes,5,28
1.11,2737872.14,965781.76,422615.12,89296.88,1260178.38,1209897.81,2474.78,47805.79,conventional,2017,LosAngeles,3,19
1.02,3566752.43,353818.94,2135517.89,478701.64,598713.96,462539.26,88541.92,47632.78,conventional,2015,GreatLakes,3,1
1.32,2914817.51,611049.2,1286835.89,133520.1,883412.32,738517.02,97932.68,46962.62,conventional,2016,Midsouth,7,24
0.98,3100355.01,975079.42,428361.34,95594.45,1601319.8,1542667.95,11742.19,46909.66,conventional,2017,LosAngeles,4,2
0.89,44655461.51,18933038.04,18956479.74,1381516.11,5384427.62,4216452.03,1121076.47,46899.12,conventional,2015,TotalUS,2,1
1.08,2749718.75,1148398.39,357520.77,74811.86,1168987.73,1089251.46,33031.23,46705.04,conventional,2018,LosAngeles,2,18
1.04,2725856.44,1275098.12,354221.03,91230.73,1005306.56,940327.03,18317.46,46662.07,conventional,2018,LosAngeles,1,7
1.2,3351722.04,639056.82,856103.82,251048.73,1605512.67,1146466.95,412433.13,46612.59,conventional,2018,GreatLakes,2,18
1.39,2975356.86,463863.64,1224340.81,212871.38,1074281.03,650674.32,377140.01,46466.7,conventional,2017,GreatLakes,3,19
1.1,2770074.76,343271.52,1605775.14,344488.51,476539.59,327299.75,103091.55,46148.29,conventional,2015,GreatLakes,9,27
1.22,2742628.31,1359069.5,414552.66,109001.34,860004.81,793163.78,20822.11,46018.92,conventional,2017,LosAngeles,8,6
1.07,3507155.74,1521073.33,497356.53,104452.24,1384273.64,1337890.74,411.72,45971.18,conventional,2017,LosAngeles,7,2
1.38,2484918.32,1266618.54,407573.08,99404.46,711322.24,652958.02,12421.66,45942.56,conventional,2017,LosAngeles,7,23
1,3229124.75,436343.74,1825512.93,388703.05,578565.03,399665.31,133071.89,45827.83,conventional,2015,GreatLakes,11,1
0.94,32804733.22,10015825.13,12003751.56,1375260.47,9409896.06,7213492.61,2150749.43,45654.02,conventional,2016,TotalUS,2,21
1.04,3746598.18,543151.72,2146436.5,451798.84,605211.12,453829.96,105804.36,45576.8,conventional,2015,GreatLakes,3,22
1.18,3419326.48,1628428.39,687208.05,18597.99,1085092.05,710559.72,328992.05,45540.28,conventional,2016,Southeast,8,7
1.38,2883466.63,460240.32,1259335.82,211090.34,952800.15,549146.17,358275,45378.98,conventional,2017,GreatLakes,3,12
0.84,5775721.7,3166009.65,1144644.7,17935.73,1447131.62,1259357.5,142470.58,45303.54,conventional,2016,SouthCentral,8,28
1.34,4237221.91,2520206.31,473205.61,4226.6,1239583.39,719958.99,474483.44,45140.96,conventional,2017,Southeast,6,4
0.92,4829487.03,2562669.53,971082.67,23769.9,1271964.93,531132.05,696042.61,44790.27,conventional,2016,Southeast,5,29
0.64,3625630.64,1181120.66,592688.22,61331.51,1790490.25,1664506.69,81240.11,44743.45,conventional,2017,LosAngeles,2,12
1.27,24989702.75,8531160.52,8033510.82,407567.78,8017463.63,6207080.46,1765673.77,44709.4,conventional,2016,TotalUS,11,20
1,36549995.66,16529797.6,12582265.21,1144715.95,6293216.9,5304562.91,943995.95,44658.04,conventional,2015,TotalUS,6,7
1.06,3368333.6,372244.77,1730562.82,425736.86,839789.15,549844.69,245562.93,44381.53,conventional,2016,GreatLakes,3,20
1.68,3945270.4,237156.76,2668419.58,20366.86,1019327.2,765706,209441.36,44179.84,conventional,2017,Northeast,6,18
1.27,3714237.95,596035.19,1338515.62,248948.07,1530739.07,867501.26,619111.8,44126.01,conventional,2017,GreatLakes,6,11
0.95,6194368.66,1999799.14,2098407.09,177817.01,1918345.42,1728825.22,145454.71,44065.49,conventional,2017,California,2,19
0.92,3655667.22,1609002.4,414532.82,90801.1,1541330.9,1496630.45,696.59,44003.86,conventional,2017,LosAngeles,6,25
1.34,3150788.24,640517.27,1365909.57,31604.96,1112756.44,900866.53,167944.28,43945.63,conventional,2017,Midsouth,6,11
1.22,3023285.74,605188.35,1037403.48,314592.44,1066101.47,773430.02,248878.18,43793.27,conventional,2017,GreatLakes,12,17
1.38,3266646.69,1874296.82,498800.91,3558.7,889990.26,525044.69,321214.36,43731.21,conventional,2017,Southeast,7,30
0.88,408921.57,4371.02,193222.08,143538.35,67790.12,22315.79,1765.51,43708.82,conventional,2018,GrandRapids,2,4
1.15,3938985.06,718886.46,1270259.61,253074.81,1696764.18,1090179.55,563107.77,43476.86,conventional,2017,GreatLakes,6,25
1.04,3388803.79,478858.03,1877733.21,419390.5,612822.05,457558.59,111788.68,43474.78,conventional,2015,GreatLakes,8,30
1.37,2558156.26,1327685.51,409058.25,105463.36,715949.14,658086.39,14421.29,43441.46,conventional,2017,LosAngeles,7,16
0.92,4398887.92,1092011.22,1740608.6,364049.45,1202218.65,927628.08,231172.74,43417.83,conventional,2017,GreatLakes,12,31
1.81,2589499.71,441483.65,913391.31,215802.18,1018822.57,687077.09,288380.16,43365.32,conventional,2017,GreatLakes,9,10
1.12,3436864.41,449090.82,1843047.36,454643.18,690083.05,535843.25,110898.39,43341.41,conventional,2015,GreatLakes,7,19
1.36,3560841.76,1996527.25,387915.89,8542.18,1167856.44,781111.52,343498.72,43246.2,conventional,2017,Southeast,5,14
1.05,2814678.93,296032.66,1632488.05,381986.61,504171.61,354840.13,106127.86,43203.62,conventional,2015,GreatLakes,10,4
1.36,24075126.49,8235135.43,7759608.21,477520.95,7602861.9,5602593.66,1957163.93,43104.31,conventional,2016,TotalUS,11,13
0.73,5070580.56,2532500.54,965716.73,93806.56,1478556.73,1414064.63,21441.6,43050.5,conventional,2018,LosAngeles,2,4
1.28,2409159.6,1104367.71,403918.08,101443.02,799430.79,739977.4,16783.17,42670.22,conventional,2018,LosAngeles,1,14
0.85,3323882.38,1497227.27,412653.41,79663.02,1334338.68,1271672.84,20164.55,42501.29,conventional,2018,LosAngeles,2,11
1.78,4360013.67,1889886.87,1420373.34,157338.07,892415.39,830646.31,19482.22,42286.86,conventional,2017,California,8,27
1.65,4648718.22,1856634.4,1720930.65,168178.12,902975.05,839519.87,21358.39,42096.79,conventional,2017,California,9,3
1.08,2893717.97,1134192.09,707838.42,81296.65,970390.81,911703.94,16595.96,42090.91,conventional,2018,LosAngeles,1,28
0.95,6342089.92,2193499.5,2038284.77,155642.35,1954663.3,1870562.62,42309.14,41791.54,conventional,2017,California,2,26
1.33,3649478.04,559144.79,1336833.13,287895.63,1465604.49,858903.25,564981.58,41719.66,conventional,2017,GreatLakes,6,4
0.53,5470227.08,1741607.02,937331.61,89678.63,2701609.82,2656630.42,3465.7,41513.7,conventional,2017,LosAngeles,2,5
1.22,5471565.28,1888694.03,1934688.42,112714.97,1535467.86,1434869.76,59481.09,41117.01,conventional,2016,California,9,18
1.44,22534698.38,7804252.91,7126936.31,505349.44,7098159.72,5245066.66,1812174.32,40918.74,conventional,2016,TotalUS,11,6
1.1,7087455.16,2409025.69,2439611.73,356022.1,1882795.64,1722082.22,119871.18,40842.24,conventional,2016,California,7,3
1.38,3609377.95,2047913.44,423449.51,7101.98,1130913.02,714273.47,375844.67,40794.88,conventional,2017,Southeast,5,21
1.19,2832849.85,1412649.35,452871.67,120591.71,846737.12,784481.79,21556.57,40698.76,conventional,2017,LosAngeles,8,13
1.01,349565.06,2991.23,143928.98,137321.51,65323.34,23516.4,1183.72,40623.22,conventional,2018,GrandRapids,1,21
1.05,3419909.75,369566.69,1862761.88,427177,760404.18,512998.19,207221.18,40184.81,conventional,2016,GreatLakes,2,28
0.91,4874124.41,768874.35,2948564.71,510153.65,646531.7,479453.25,126925.79,40152.66,conventional,2015,GreatLakes,2,1
1.38,3193269.98,536784.83,1228762.83,224335.83,1203386.49,762724.52,400843.02,39818.95,conventional,2017,GreatLakes,4,23
1.39,2426027.85,1263812.03,399835.58,100595.71,661784.53,603467.35,18679.7,39637.48,conventional,2017,LosAngeles,7,30
1.15,2653023.23,1230413.83,364552.16,82843.86,975213.38,918833.2,16789.91,39590.27,conventional,2018,LosAngeles,1,21
1.24,3197341.66,563498.27,1313704.16,195550.24,1124588.99,720629.17,364409.43,39550.39,conventional,2017,GreatLakes,3,5
1.68,4060850.93,246826.64,2632016.93,13643.55,1168363.81,778716.02,350202.79,39445,conventional,2017,Northeast,6,11
1.08,2626121,1225567,413517,72562,914474,851550,23684,39240,conventional,2017,LosAngeles,11,12
1.04,26240072.11,8683958.8,11410478.34,1188118.95,4957516.02,3918658.43,999727.7,39129.89,conventional,2015,TotalUS,10,25
1.41,3149013.04,583906.3,1255688.28,235145.52,1074272.94,758452.66,276698,39122.28,conventional,2017,GreatLakes,4,9
1,3705262.31,565308.46,1785951.31,285242.59,1068759.95,777740.27,252029.83,38989.85,conventional,2016,GreatLakes,5,22
0.94,5414937.46,1579234.89,2192460.84,99997.75,1543243.98,1405419.8,99069.58,38754.6,conventional,2016,California,12,25
0.77,594784.92,169611.09,118251.74,192417.1,114504.99,58664.35,17270.46,38570.18,conventional,2016,Detroit,2,7
0.89,6005535.29,3271758.23,1118582.85,346244.07,1268950.14,1062854.49,167590.92,38504.73,conventional,2016,SouthCentral,6,19
1.14,2391383,1042472,309130,73389,966392,893064,34871,38457,conventional,2017,LosAngeles,11,19
0.92,473131.2,121769.89,90921.04,123670.88,136769.39,94467.61,3849.16,38452.62,conventional,2016,Detroit,6,5
1.52,3113164.81,1729866.38,444533.12,3377.63,935387.68,544185.62,352850.68,38351.38,conventional,2017,Southeast,8,20
0.88,3212261.75,1368619.91,755743.47,75509.63,1012388.74,959746.82,14343.09,38298.83,conventional,2017,LosAngeles,12,31
0.96,3637220.72,1330141.06,418291.29,89031.2,1799757.17,1761072.22,559.34,38125.61,conventional,2017,LosAngeles,6,4
0.79,788831.92,512429.69,88819.79,38529.09,149053.35,94019.44,16913.91,38120,conventional,2016,WestTexNewMexico,1,31
1.34,3032871.22,600416.38,1348477.92,28997.27,1054979.65,909822.8,107064.11,38092.74,conventional,2017,Midsouth,6,18
1.05,6308000.34,2646367.78,1712067.2,171379.36,1778186,1679257.49,61139.96,37788.55,conventional,2016,California,8,21
1.15,6075588.68,2357903.8,1924933.51,117423.95,1675327.42,1583961.67,53653.13,37712.62,conventional,2016,California,9,25
1.71,4380657.13,1677368.14,1599511.35,141899.49,961878.15,904618.47,19579.65,37680.03,conventional,2017,California,9,10
1.24,4698266.8,2790480.21,656888.72,4042.59,1246855.28,695716.33,513525.29,37613.66,conventional,2017,Southeast,4,30
1.22,1807152.43,650651.58,565159.06,7416.64,583925.15,527519.74,18858.31,37547.1,conventional,2016,Plains,7,24
1.16,3304967.62,674982.83,1530425.54,230513.77,869045.48,750464.94,81187.92,37392.62,conventional,2016,Midsouth,6,19
1.41,2865414.36,613834.15,1140930.95,23579.86,1087069.4,904139.21,145663,37267.19,conventional,2017,Midsouth,8,20
1.45,2309865.74,1207541.43,324882.97,99791.22,677650.12,618120.14,22264.21,37265.77,conventional,2017,LosAngeles,8,20
1.1,2389829.32,1076720.74,350754.59,78272.26,884081.73,831557.36,15344.42,37179.95,conventional,2017,LosAngeles,12,24
1.38,3584134.9,633332.25,1431880.81,277355.63,1241566.21,797304.37,407221.12,37040.72,conventional,2017,GreatLakes,4,30
1.68,4066640.98,1348029.41,1699672.65,137027.4,881911.52,822315.27,22733.62,36862.63,conventional,2017,California,10,15
1.08,3720458.83,487936.68,1958437.1,493928.69,780156.36,611156.81,132172.82,36826.73,conventional,2015,GreatLakes,6,21
1.19,2153918,987928,327525,82683,755782,702784,16197,36801,conventional,2017,LosAngeles,11,26
1.04,2691240.89,1079147.36,743292.73,69039.29,799761.51,748133.99,14912.26,36715.26,conventional,2017,LosAngeles,11,5
1.4,4878037.64,1635631.14,1600568.32,108458.09,1533380.09,1423671.38,73117.52,36591.19,conventional,2016,California,10,16
1.27,3147519.14,673327.18,1319522.05,27318.06,1127351.85,903265.11,187611.42,36475.32,conventional,2017,Midsouth,6,25
1.06,32027686.15,14615941.59,11003341.22,963549.53,5444853.81,4747544.74,660983.55,36325.52,conventional,2015,TotalUS,5,17
1.11,4123104.83,1112028.17,1238992.5,350648.99,1421435.17,1154910.93,230241.31,36282.93,conventional,2018,GreatLakes,1,7
1.07,2404221.58,1024592.52,396712.41,62000.95,920915.7,868361.67,16284.72,36269.31,conventional,2017,LosAngeles,12,10
0.92,28597756.27,9907981.27,11699787.51,815641.54,6174345.95,4854619.04,1283546.73,36180.18,conventional,2015,TotalUS,11,15
1.61,2176974.29,1050438.58,441327.04,112400.98,572807.69,521219.23,15575.83,36012.63,conventional,2017,LosAngeles,9,3
0.86,485653.27,139497.99,86027.72,120894.82,139232.74,86915.56,16445.31,35871.87,conventional,2016,Detroit,5,15
1.41,3081036.18,504640.46,1212295.86,224247.43,1139852.43,723374.52,380655.17,35822.74,conventional,2017,GreatLakes,4,2
1.13,3602112.79,689242.14,1723625.04,447117.42,742128.19,584086.31,122232.65,35809.23,conventional,2015,GreatLakes,6,7
0.78,6802635.25,3749548.89,1321331.51,18544.3,1713210.55,1488491.11,188922.83,35796.61,conventional,2016,SouthCentral,9,4
1.17,6144827.51,2152079.32,2039791.18,211671.11,1741285.9,1616257.39,89290.29,35738.22,conventional,2016,California,8,7
1.5,4180237.98,266663.37,2858828.89,30721.99,1024023.73,850086.41,138210.65,35726.67,conventional,2017,Northeast,7,16
0.86,492699.87,165617.47,93942.49,143911.67,89228.24,51669.47,2096.24,35462.53,conventional,2016,Detroit,1,3
1.86,2358162.43,421369.74,851995.69,199189.12,885607.88,597800.84,252502.35,35304.69,conventional,2017,GreatLakes,9,17
1.01,2615853,1177940,396804,68958,972151,913002,23854,35296,conventional,2017,LosAngeles,12,3
0.92,6551804,3340446.93,1114123.07,22104.73,2075129.27,1494262.46,545591.74,35275.07,conventional,2017,SouthCentral,5,14
0.89,3130916.47,1046466.31,1167417.29,76600.37,840432.5,790545.51,14767.42,35119.57,conventional,2017,LosAngeles,12,17
0.93,3086167.04,1264167.99,480926.04,57962.68,1283110.33,1204789.47,43207.72,35113.14,conventional,2016,LosAngeles,8,21
0.8,6239677.27,3270603.2,1322066.02,347794.01,1299214.04,1034533.11,229576.24,35104.69,conventional,2016,SouthCentral,5,29
1.25,1716384.76,658829.43,526275.28,7471.62,523808.43,471473.75,17633.77,34700.91,conventional,2016,Plains,7,31
1.53,4420877.4,1604916.52,1779177.98,123891.36,912891.54,856748.54,21482.38,34660.62,conventional,2017,California,10,22
1.04,37943670.34,15643939.37,14213650.06,1342465.95,6743614.96,5803954.33,905204.55,34456.08,conventional,2015,TotalUS,7,5
0.79,3033918.41,1029674.7,493496.38,68553.91,1442193.42,1277346.26,130416.16,34431,conventional,2017,LosAngeles,2,19
1.2,5714676.89,1981731.12,2384845.53,125816.68,1222283.56,1165130.71,22762.03,34390.82,conventional,2017,California,10,29
1.22,5947160.29,1922055.35,2069409.78,244730.21,1710964.95,1581210.71,95425.63,34328.61,conventional,2016,California,7,31
0.95,3449361.49,1317678.72,746045.11,107625.85,1278011.81,1147086.62,96717.6,34207.59,conventional,2016,LosAngeles,7,3
1,3094362.21,1137248.03,632756.21,67934.57,1256423.4,1158711.73,63574.75,34136.92,conventional,2016,LosAngeles,8,7
1.19,3901825.7,649626.44,1290414.96,302082.61,1659701.69,944331.4,681254.13,34116.16,conventional,2017,GreatLakes,5,14
1.15,1865426.77,615734.77,583708.66,11130.38,654852.96,590322.87,30454.97,34075.12,conventional,2016,Plains,7,17
1.34,2827404.11,566734.82,1217131.68,26712.77,1016824.84,860213.61,122607.37,34003.86,conventional,2017,Midsouth,7,16
1.74,4151444.41,1377101,1829530.74,138380.27,806432.4,747128.46,25531.54,33772.4,conventional,2017,California,10,8
0.93,6585882.05,3465782.2,1015653.58,20437.22,2084009.05,1636585.91,413725.96,33697.18,conventional,2017,SouthCentral,6,4
1.7,3049931.5,1745317.16,443460.97,4599.91,856553.46,545847.71,277105.95,33599.8,conventional,2017,Southeast,9,3
1.83,2415482.04,458465.32,895147.87,165462.95,896405.9,603851.22,258959.51,33595.17,conventional,2017,GreatLakes,9,24
1.08,6721690.88,2399360.67,2117397.07,292540.95,1912392.19,1771309.82,107540.46,33541.91,conventional,2016,California,7,10
1,6653048.21,1988635.39,2569566.25,109029.01,1985817.56,1807926.97,144375.5,33515.09,conventional,2017,California,1,8
